program_reference_id,date_received,description,facility_site_name,facility_site_address,city,county,permit_status,permit_type,completed_date,permit_number,days_used,expiration,url,site_id,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source,"Census Year","State FIPS","County FIPS","Place Name","Place FIPS","Census Tract Code","Census Block Code","Census Block Group","Full FIPS (block)","Full FIPS (tract)","Metro/Micro Statistical Area Name","Metro/Micro Statistical Area Code","Metro/Micro Statistical Area Type","Combined Statistical Area Name","Combined Statistical Area Code","Metropolitan Division Area Name","Metropolitan Division Area Code"
AP200801067,"1/29/08 0:00","Shale products","Buildex, Inc.-New Market MO.","22105 HIGHWAY 371",Dearborn,Platte,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","3/25/08 0:00",OP,56,"10/5/12 0:00",,AP0001650001,39.483842,-94.807421,1,range_interpolation,22105,"State Hwy 371",,,Dearborn,MO,"Platte County",64439,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,,,030700,4075,4,291650307004075,29165030700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801064,"1/30/08 0:00","Change Location","ADESA Missouri LLC","157th st & Elmwood Ave",Belton,Cass,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","3/7/08 0:00",032008-004,37,,#http://www.dnr.mo.gov/env/apcp/docs/adesamissouri-belton.pdf#,AP0000370066,38.839666,-94.516012,0.9,street_center,,"E 157th St",,,Belton,MO,"Cass County",64012,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Belton,2904384,060004,1014,1,290370600041014,29037060004,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200801066,"1/30/08 0:00","Rock Crushing","LaFarge Corporation - Sugar Creek","4201 N RIVER BLVD","Sugar Creek",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","3/10/08 0:00",OP,40,"1/28/13 0:00",,APB000950030,39.044565,-94.428934,0.7,rooftop,4201,"S River Blvd",,,Independence,MO,"Jackson County",64055,US,Jackson,2021,29,29095,Independence,2935000,012400,4000,4,290950124004000,29095012400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802010,"2/4/08 0:00","Boiler Nose Project","UtiliCorp United - Sibley","33200 East Johnson Road",Sibley,Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","3/5/08 0:00",,30,,,APB000950031,39.177896,-94.184572,1,rooftop,33200,"E Johnson Rd",,,Sibley,MO,"Jackson County",64088,US,Jackson,2021,29,29095,,,015000,2040,2,290950150002040,29095015000,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802087,"2/11/08 0:00",Boilers,"Paseo Cargill Inc.","2306 Rochester","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","2/21/08 0:00",,10,,,AP0000952436,39.121465,-94.554612,1,rooftop,2306,"Rochester Ave",,,"Kansas City",MO,"Jackson County",64120,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,015500,1081,1,290950155001081,29095015500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802064,"2/14/08 0:00",Limestone,"Barber & Son Aggregates Co.","11400 7 HWY","Lee's Summit",Jackson,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit Renewal","9/3/09 0:00",OP2009-028,567,"9/2/14 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/barbernsonsleessum2009op.pdf#,APA000950076,38.909011,-94.266637,0.7,rooftop,11400,"S M 7 Hwy",,,"Lees Summit",MO,"Jackson County",64086,US,Jackson,2021,29,29095,"Lake Lotawana",2939980,013918,2024,2,290950139182024,29095013918,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802050,"2/15/08 0:00","Add flare","Woods Chapel Landfill","920 NW R D MIZE RD","Blue Springs",Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","4/4/08 0:00",,49,,,AP0000950270,39.023904,-94.272341,1,range_interpolation,920,"NW R D Mize Rd",,,"Blue Springs",MO,"Jackson County",64015,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Blue Springs",2906652,014127,1012,1,290950141271012,29095014127,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802054,"2/19/08 0:00","Haul Road Control","LaFarge Corporation - Sugar Creek","4201 N RIVER BLVD","Sugar Creek",Jackson,"AP:  Amendment Approved","AP: Corrections & Amendments","4/17/09 0:00",0897-019E,423,,,APB000950030,39.044565,-94.428934,0.7,rooftop,4201,"S River Blvd",,,Independence,MO,"Jackson County",64055,US,Jackson,2021,29,29095,Independence,2935000,012400,4000,4,290950124004000,29095012400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802062,"2/19/08 0:00","Powder Coating",Valspar,"1136 FAYETTE ST","North Kansas City",Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","3/26/08 0:00",OP,36,"3/18/13 0:00",,AP0000470140,39.129364,-94.575079,1,range_interpolation,1136,"Fayette St",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6133,6,290470221006133,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802080,"2/19/08 0:00",,"Aventis Pharmaceuticals, Inc.","10236 Marion Park Dr","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","2/19/08 0:00",OP,0,"1/3/13 0:00",,AP0000950063,39.048809,-94.595695,1,rooftop,10236,"Marion Park Dr",,,"Kansas City",MO,"Jackson County",64137,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,007100,3000,3,290950071003000,29095007100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802081,"2/19/08 0:00",Hospital,"Children's Mercy Hospital","2401 GILLHAM RD","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","2/19/08 0:00",OP,0,"2/12/13 0:00",,AP0000952163,39.08305,-94.577639,1,rooftop,2401,"Gillham Rd",,,"Kansas City",MO,"Jackson County",64108,US,Jackson,2021,29,29095,"Kansas City",2938000,004300,1004,1,290950043001004,29095004300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802073,"2/21/08 0:00",Hospital,"Research Medical Center","2316 E MEYER BLVD","Kansas City",Jackson,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit Renewal","7/8/09 0:00",OP2009-140,503,"7/5/14 0:00",,AP0000952054,39.009222,-94.560735,1,rooftop,2316,"E Meyer Blvd",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,008700,1001,1,290950087001001,29095008700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802070,"2/25/08 0:00","Printing Ink","Sericol, Inc.","20 W. 14th Ave.","North Kansas City",Clay,"AP:  Operating Permit Issued","AOP: Intermediate Operating Permit","5/21/10 0:00",OP2010-046,816,"5/20/15 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/fujifilmsericol-nkc2010op.pdf#,APA000470141,39.134353,-94.58076,1,range_interpolation,20,"W 14th Ave",,,"Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6089,6,290470221006089,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803005,"2/28/08 0:00",Landfill,"Allied Waste Ind Sanitary Landfill","8300 INDIANA AVE","Kansas City",Jackson,"AP:  Operating Permit Issued","AOP: Part 70 Operating Permit Renewal","11/18/10 0:00",OP2010-120,994,"11/17/15 0:00",#http://www.dnr.mo.gov/env/apcp/permits/docs/selandfillkc2010op.pdf#,AP0000952101,38.976671,-94.547366,1,rooftop,8300,"Indiana Ave",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,009600,3010,3,290950096003010,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803012,"3/3/08 0:00","Sheeted Materials","Permacel Automotive","8485 Prospect","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","3/3/08 0:00",OP,0,"3/2/13 0:00",,APE000952029,38.973621,-94.55707,1,rooftop,8485,"Prospect Ave",,,"Kansas City",MO,"Jackson County",64132,US,Jackson,2021,29,29095,"Kansas City",2938000,009600,2026,2,290950096002026,29095009600,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803013,"3/4/08 0:00",Grain,"Scoular Grain Company","1209 INDUSTRIAL BLVD",Harrisonville,Cass,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/9/08 0:00",OP,97,"3/22/13 0:00",,AP0000370050,38.661353,-94.356949,1,range_interpolation,1209,"Industrial Blvd",,,Harrisonville,MO,"Cass County",64701,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Harrisonville,2930610,060904,1010,1,290370609041010,29037060904,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200802061,"3/10/08 0:00","Rock Crushing","Team Excavating LLC - Adessa","325 E 155th St",Belton,Cass,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate to New Site","3/26/08 0:00",012005-005A,16,"3/12/10 0:00",,AP0000370068,38.843258,-94.52336,0.7,street_center,,"E 155th St",,,Grandview,MO,"Jackson County",64030,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,Grandview,2928324,013410,1014,1,290950134101014,29095013410,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803053,"3/12/08 0:00",Quarry,"Hunt Martin Materials","7600 W MO Hwy 9",Parkville,Platte,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/12/08 0:00",OP,92,"8/10/13 0:00",,APC001650010,39.233107,-94.659412,0.89,nearest_rooftop_match,7610,"NW M 9 Hwy",,,"Kansas City",MO,"Platte County",64152,US,"City of Kansas City",2021,29,29165,"Kansas City",2938000,030214,1040,1,291650302141040,29165030214,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803061,"3/13/08 0:00","Rock Quarry","Martin Marietta Aggregates","15719 South Airport Road",Greenwood,Cass,"AP:  Closed out, per policy","AOP: Intermediate Operating Permit Renewal","11/28/12 0:00",OP,1721,"8/1/13 0:00",,AP0000370001,38.835744,-94.33445,0.7,street_center,,"Airport Rd",,,Greenwood,MO,"Cass County",64034,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,,,060402,1005,1,290370604021005,29037060402,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803057,"3/17/08 0:00","Loading and priming machines","Lake City Army Ammunition Plant","MO Hwy 78",Independence,Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","11/26/08 0:00",112008-012,254,,#http://www.dnr.mo.gov/env/apcp/docs/allianttechsystems-lakecity2008cp.pdf#,AP0000950046,39.107798,-94.409828,0.5,place,,,,,Independence,MO,"Jackson County",64050,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,Independence,2935000,011300,1011,1,290950113001011,29095011300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803068,"3/17/08 0:00","Replace Boiler","St Luke's Northland Hospital - Smithvill","601 S 169 HWY",Smithville,Clay,"AP:  No Permit Required","AP: Applicability Determination Request","5/12/08 0:00",,56,,,AP0000470095,39.38706,-94.473232,0.5,place,,,,,Smithville,MO,"Clay County",64089,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,,,021809,2036,2,290470218092036,29047021809,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803062,"3/18/08 0:00","Diesel-Powered Blowers","LaFarge Corporation - Sugar Creek","4201 N RIVER BLVD","Sugar Creek",Jackson,"AP:  No Permit Required","AP: Applicability Determination Request","5/2/08 0:00",,45,,,APB000950030,39.044565,-94.428934,0.7,rooftop,4201,"S River Blvd",,,Independence,MO,"Jackson County",64055,US,Jackson,2021,29,29095,Independence,2935000,012400,4000,4,290950124004000,29095012400,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200806073,"6/26/08 0:00","Rock Crushing","ESI Contracting Corp","7300 E 63rd","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","7/3/08 0:00",1223,7,,,AP0000952437,39.013698,-94.502826,1,rooftop,7300,"E 63rd Trfy",,,"Kansas City",MO,"Jackson County",64129,US,Jackson,2021,29,29095,"Kansas City",2938000,017500,2017,2,290950175002017,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803067,"3/18/08 0:00","Move and consolidate hospitals","Centerpoint Medical Center","19600 E 39th St",Independence,Jackson,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","7/22/08 0:00",072008-009,126,,#http://www.dnr.mo.gov/env/apcp/docs/centerpointmedicalcenterindependence2008cp.pdf#,AP0000950315,39.049291,-94.348768,0.95,rooftop,19600,"E 39th St S",,,Independence,MO,"Jackson County",64057,US,Jackson,2021,29,29095,Independence,2935000,014701,3017,3,290950147013017,29095014701,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200803096,"3/27/08 0:00",Concrete,"Fordyce Concrete Co","5810 E 63RD ST","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","3/31/08 0:00",OP,4,"3/23/13 0:00",,AP0000952022,39.016763,-94.516944,1,rooftop,5810,"E 63rd St",,,"Kansas City",MO,"Jackson County",64133,US,"City of Kansas City",2021,29,29095,"Kansas City",2938000,017500,2020,2,290950175002020,29095017500,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804001,"3/31/08 0:00","Rock Crushing","TEAM Excavating","I-470 & Pryor Rd","Lee's Summit",Jackson,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate to New Site","6/9/08 0:00",012005-005B,70,"6/20/10 0:00",,AP0000950316,38.934892,-94.410906,0.5,intersection,,"NW Pryor Rd",,,"Lees Summit",MO,"Jackson County",64081,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Lee's Summit",2941348,013606,1001,1,290950136061001,29095013606,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804043,"4/4/08 0:00","Human Cremation","Gibson Funeral Homes","6113 Blue Ridge Blvd",Raytown,Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/30/08 0:00",OP,87,"1/24/13 0:00",,AP0000950291,39.011222,-94.461212,1,rooftop,6113,"Blue Ridge Blvd",,,Raytown,MO,"Jackson County",64133,US,Jackson,2021,29,29095,Raytown,2960788,012502,3011,3,290950125023011,29095012502,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804027,"4/9/08 0:00",Asphalt,"C.B. Asphalt at Barber & Sons","MO Hwy 7","Lee's Summit",Jackson,"AP:  Section 4 Permit Issued","AP: Sec 4: Relocate Approved Site","4/11/08 0:00",062001-002,2,"4/30/10 0:00",,AP0000950317,38.911994,-94.351673,0.5,place,,,,,"Lee's Summit",MO,"Jackson County",64063,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Lee's Summit",2941348,013803,2023,2,290950138032023,29095013803,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804035,"4/9/08 0:00","Paint booths, mixing rooms","ADESA Missouri LLC","157th st & Elmwood Ave",Belton,Cass,"AP:  Section 5 Permit Issued","AP: Sec 5 & 6: Deminimis and Minor","8/19/08 0:00",082008-014,132,,#http://www.dnr.mo.gov/env/apcp/docs/adesamissouribelton2008cp2.pdf#,AP0000370066,38.839666,-94.516012,0.9,street_center,,"E 157th St",,,Belton,MO,"Cass County",64012,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29037,Belton,2904384,060004,1014,1,290370600041014,29037060004,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804051,"4/9/08 0:00",Boxes,"Western Container Co","4323 CLARY BLVD","Kansas City",Jackson,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","8/18/10 0:00",OP,861,"4/18/13 0:00",,AP0000952019,39.047467,-94.519186,1,rooftop,4323,"Clary Blvd",,,"Kansas City",MO,"Jackson County",64130,US,Jackson,2021,29,29095,"Kansas City",2938000,017100,4013,4,290950171004013,29095017100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804065,"4/16/08 0:00","6-color 73-inch press","Allied Lithographing Co. Inc","2100 E 10th","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","4/28/08 0:00",1214,12,,,AP0000950016,39.10158,-94.557079,1,range_interpolation,2100,"E 10th St",,,"Kansas City",MO,"Jackson County",64127,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29095,"Kansas City",2938000,015402,2004,2,290950154022004,29095015402,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804073,"4/21/08 0:00","Replacement Plant","Bowen Construction Plant #1","2501 Manchester","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","6/3/08 0:00",1207,43,,,AP0000950176,39.078754,-94.49222,1,rooftop,2501,"Manchester Trfy",,,"Kansas City",MO,"Jackson County",64129,US,Jackson,2021,29,29095,"Kansas City",2938000,016300,1001,1,290950163001001,29095016300,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804079,"4/21/08 0:00","Add unit 2","Kansas City Power & Light (Iatan)","20240 Hwy 45 North",Weston,Platte,"AP:  Closed out, per policy","AOP: Phase II Acid Rain Permit","11/9/09 0:00",,567,,,AP0001650007,39.457402,-94.969503,0.89,nearest_rooftop_match,20250,"N Mo-45 Hwy",,,Weston,MO,"Platte County",64098,US,"Platte County",2021,29,29165,,,030700,3001,3,291650307003001,29165030700,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804082,"4/22/08 0:00","Resource Recovery","Tnemec Company, Inc","123 W 123rd Ave","North Kansas City",Clay,"AP:  Interprogram Coordination Completed","AP: Interprogram Coordination Task","4/23/08 0:00",,1,,,AP0000470075,39.130004,-94.562177,0.45,place,,,,,"North Kansas City",MO,"Clay County",64116,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,"North Kansas City",2953102,022100,6014,6,290470221006014,29047022100,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804102,"4/23/08 0:00","Animal Incinerator","Gladstone Animal Shelter","4040 NE 76 St",Gladstone,Clay,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit Renewal","6/30/08 0:00",OP,68,"4/22/13 0:00",,AP0000470112,39.231536,-94.55912,0.7,street_center,,"NE 76th St",,,"Kansas City",MO,"Clay County",64118,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29047,Gladstone,2927190,021103,1004,1,290470211031004,29047021103,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804103,"4/23/08 0:00","Cultured Marble","Complete Home Concepts, Inc.","4890 Belgium Parkway",Riverside,Platte,"AP:  Received Basic OP Issued","AOP: Basic Operating Permit","8/4/08 0:00",OP,103,"4/22/13 0:00",,AP0001650037,39.177602,-94.632084,0.5,place,,,,,Riverside,MO,"Platte County",64150,US,"TIGER/Line® dataset from the US Census Bureau",2021,29,29165,Riverside,2962156,030101,2027,2,291650301012027,29165030101,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804112,"4/30/08 0:00","Add Presses","Barton Nelson Inc","13700 Wyandotte","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","4/30/08 0:00",1099,0,,,AP0000952044,38.879386,-94.599326,1,rooftop,13700,"Wyandotte St",,,"Kansas City",MO,"Jackson County",64145,US,Jackson,2021,29,29095,"Kansas City",2938000,013405,2025,2,290950134052025,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
AP200804113,"4/30/08 0:00",Incienrator,"FC Industries","13508 Oak St","Kansas City",Jackson,"AP:  Permit Issued","AP: Local CP","4/30/08 0:00",1242,0,,,AP0000952200,38.881755,-94.591567,1,rooftop,13508,"Oak St",,,"Kansas City",MO,"Jackson County",64145,US,Jackson,2021,29,29095,"Kansas City",2938000,013405,2011,2,290950134052011,29095013405,"Kansas City, MO-KS",28140,metropolitan,"Kansas City-Overland Park-Kansas City, MO-KS",312,,
